type_1,type_2,gen,is_legendary,is_mythical,is_ultra_beast,hp,attack,defense,sp_attack,sp_defense,speed,base_stats,height_meters,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities_count,number_immune,number_not_effective,number_normal,number_super_effective
Normal,Dragon,9,0,0,0,80,50,73,95,92,74,551,3.1036953713159425,89.70003464138782,63,6.426603199894998,6317,39,3,2,5,6,4
Normal,Flying,8,1,0,0,104,85,67,95,91,116,562,0.7817536814437965,46.74748244454197,139,5.585515853771407,5214,20,1,0,2,7,3
Rock,Ghost,7,0,0,0,125,71,72,53,80,50,480,0.7129358656968147,6.947636072755927,78,5.445236959468917,2842,52,3,2,9,11,4
Poison,Dark,7,0,0,0,87,105,49,96,47,50,572,2.565383033521649,-2.2446503541914584,55,5.076610865252496,6241,88,1,2,8,11,7
Steel,Dragon,1,0,0,0,80,104,120,135,50,104,641,1.5733559438966345,123.01455500242756,42,5.025343066650579,6605,38,1,2,4,6,4
Electric,Dragon,5,0,0,0,178,57,102,80,76,110,582,1.9907686843658026,0.033146392041043526,48,5.535458366136905,16993,22,3,2,6,12,1
Steel,Flying,7,0,1,1,302,136,62,113,102,97,624,8.587835491820604,633.2136816943187,32,5.353336668116832,32612,-28,1,2,8,5,4
Psychic,Poison,9,0,0,0,69,62,41,112,134,62,520,2.184422015199196,22.93455434173996,0,5.489764657911542,4972,71,1,0,7,8,5
Bug,Psychic,4,0,0,0,81,82,32,136,43,87,550,0.894084074246454,14.715900624631077,55,54.514616664974724,3164,39,1,0,5,7,4
Psychic,Normal,8,0,0,0,65,54,65,59,31,104,470,0.810967415909505,10.12547852049783,143,90.21355332099627,4765,65,3,1,4,6,4
Ice,nan,6,0,0,0,81,65,56,68,67,72,403,1.0880891083841515,0.3162728117745548,106,5.2949324196139065,3538,85,3,0,4,11,1
Dragon,nan,4,0,0,0,134,122,56,52,64,66,484,1.2583301890834027,1.8891296635065569,73,4.328586394441627,6957,88,3,1,4,7,2
Fighting,Ghost,9,0,1,0,87,131,145,83,88,88,495,2.190533236098732,64.42246028539,35,5.854220956255038,4870,15,3,1,7,11,1
Bug,Fairy,5,0,0,0,48,56,49,49,34,43,292,0.3479834437895736,4.325901069247337,258,5.457510030735096,9670,117,2,0,3,10,4
Psychic,nan,8,1,0,0,139,119,166,109,80,77,607,1.4126120252178662,56.762615166447134,28,6.049940119994407,23680,-3,3,0,0,14,3
Grass,Ground,2,0,0,0,83,62,86,38,44,55,290,1.8489001535772314,-13.245420885203979,103,7.664571212311924,5497,199,3,1,4,8,2
Electric,Fairy,6,0,0,0,48,94,88,62,64,64,411,1.7926162003951986,12.454513992962685,83,5.150080208331049,4645,137,1,2,8,11,3
Poison,Ice,5,0,0,0,53,58,46,127,85,73,601,1.6558953145171724,28.79109614620122,69,7.721171190465535,26590,92,3,0,5,7,6
Normal,Ground,9,0,0,0,73,106,99,100,62,107,488,1.7612787047037415,63.0629716961747,84,95.1630049682643,3417,62,4,0,4,8,1
Normal,Fire,5,0,0,0,55,119,49,106,103,121,586,2.0215182877704887,361.4525072140418,87,5.986410460292158,5896,97,1,1,8,7,4
Grass,Grass,6,0,0,0,73,86,80,61,85,47,504,1.2004451028141585,7.757121128928332,83,87.56173979039161,6699,135,3,0,3,16,6
Fire,Flying,5,0,0,0,68,92,34,52,40,55,272,0.6235632628795407,11.153444613247053,260,6.2657884571716345,5001,241,1,2,4,9,2
Water,Fire,5,0,0,0,67,61,50,50,76,106,271,0.29176490630654317,-3.481925807276779,247,5.169070989707414,5390,12,1,0,4,4,2
Ground,Ground,8,0,0,0,112,113,108,36,69,70,544,0.75351659083404,44.76921175945765,18,5.364332146110536,5736,124,3,1,4,5,6
Steel,Ground,8,1,0,0,79,84,86,105,77,57,486,2.504851771977421,12.019657462678552,24,5.561288275103602,8634,10,4,1,6,11,3
Water,Grass,5,0,0,0,42,49,45,62,48,59,216,0.2723531116924539,14.907776429390562,48,93.21356437296654,5276,117,3,0,5,14,5
Rock,Dark,7,0,0,1,87,85,78,119,67,59,571,6.381144671602444,677.9718891058031,34,6.989016146029682,39077,47,1,2,7,7,4
Bug,Rock,4,0,0,0,73,72,24,124,67,53,498,0.5653758278166823,65.3576115119842,46,94.84854928573286,5147,122,4,1,5,9,6
Steel,Ghost,7,0,1,0,248,106,115,140,117,78,559,2.751556250358466,580.3735291057013,16,4.925159270272358,32820,36,1,1,0,7,1
Fighting,nan,8,1,0,0,81,149,86,109,105,105,607,3.724808789674966,134.50025417678023,18,5.815206142590117,12235,6,1,0,1,11,3
Dragon,Fairy,9,0,0,0,64,107,44,49,100,105,563,0.752611896110666,108.78204786334929,71,5.321054225821523,30713,18,2,1,1,7,4
Fairy,nan,1,0,0,0,57,71,96,25,26,37,221,0.5062333288504371,1.6617453705668392,142,53.44057369519749,5273,211,4,0,3,14,1
Poison,Fire,9,0,0,0,56,73,45,46,40,74,326,0.35986911558594387,8.674199545207138,63,6.03133923480355,5226,261,3,0,4,12,7
Fairy,nan,9,0,0,0,42,84,65,27,92,55,212,0.6671415082470238,4.556297718204631,256,85.80214350492896,4986,261,3,1,4,11,2
Grass,nan,9,0,0,0,44,114,62,38,42,43,416,2.961020246367677,82.47831978582823,50,6.070477439924795,5373,54,3,1,4,11,3
Normal,nan,3,0,0,0,97,39,124,38,71,55,439,2.277417722363768,20.247098682567085,85,5.052302000264545,4003,106,3,1,3,5,4
Fairy,nan,9,0,0,0,109,121,52,36,36,110,490,0.9588278923632783,-4.940506679392206,10,5.41094055900602,6641,69,1,1,8,10,1
Grass,Flying,7,0,0,0,114,107,68,133,104,44,588,1.669880439742352,-1.3579185175714823,48,6.093108610222241,5301,52,1,2,6,11,4
Psychic,Ground,8,1,0,0,112,141,115,110,104,127,534,1.703735187330131,33.886987300743485,0,4.905171370720467,13343,1,3,1,6,6,3
Water,nan,1,0,0,0,62,114,39,69,69,60,345,0.5299209968875933,-2.8907967374710477,171,99.26051420039829,4997,125,1,0,4,9,4
Grass,Fairy,8,0,0,0,87,94,94,56,60,65,498,1.578658923283439,24.378907367334506,44,5.486209275582754,8413,48,3,1,3,9,6
Ghost,Psychic,8,0,0,0,76,59,81,118,72,43,270,0.551615964212648,5.376614352770224,204,5.9285768344664,29055,132,3,0,3,11,1
Water,nan,9,0,0,0,65,89,46,43,64,48,223,0.3024597158260962,9.535518709981844,250,4.504837974599564,4740,112,2,0,4,12,5
Rock,Ghost,9,0,0,0,83,115,96,152,55,57,637,3.8521350798947953,6.814733983813321,0,6.680238896459576,30389,17,1,2,9,5,5
Normal,nan,2,0,0,0,96,103,79,40,91,58,438,1.782785948164076,74.02158654321822,264,5.417050266508336,5429,88,3,0,6,16,3
Dragon,Psychic,5,0,0,0,82,114,132,128,89,109,548,3.9034590781068226,22.066143216953115,47,5.288439007033185,5146,34,3,1,5,5,4
Dark,nan,8,1,0,0,115,138,111,122,91,147,579,3.635974683403181,74.79073149952607,-2,5.358973195584192,14761,1,8,1,7,6,3
Ground,Fighting,3,0,0,0,80,137,86,107,54,36,544,1.1625800476058359,-1.79212311411675,98,5.485780420285599,5404,87,1,2,6,11,3
Psychic,nan,1,0,0,0,46,23,45,54,81,36,193,0.3812767467801351,-0.020878484733215075,276,8.367149790567552,3022,139,3,0,4,11,1
Dark,nan,3,0,0,0,94,80,39,108,48,61,465,1.8414774891442507,62.97202709245006,93,86.77647228534914,4898,88,3,1,4,7,1
Normal,nan,5,0,0,0,48,61,31,27,55,53,197,0.6171515695280577,-14.105785446941384,268,27.665172328503225,4967,248,3,1,3,11,2
Water,Ghost,9,0,0,0,60,72,55,38,73,85,252,0.422771278461213,-6.726945307557154,256,8.380094389242261,5708,123,1,1,4,11,3
Fighting,nan,8,0,0,0,84,87,110,78,102,69,464,1.7323590347018267,-1.0246716550135169,9,6.298587758211132,3391,250,7,0,0,12,3
Grass,nan,3,0,0,0,37,63,17,24,25,47,192,0.49027894322256754,9.53437653162933,198,5.117994472761817,5504,135,2,2,3,11,2
Psychic,nan,2,1,0,0,44,61,48,86,60,57,502,0.6460871722948887,12.198411361714992,122,52.58318209443836,5252,14,1,0,3,13,3
Fire,Fighting,4,0,0,0,115,132,82,124,118,70,630,2.2726194351489855,14.615103895278391,29,5.563487715250912,6966,43,1,1,6,7,4
Grass,nan,2,1,0,0,89,77,48,104,80,112,463,1.9597451138834288,112.1205184523234,26,8.981068072734667,5717,24,1,0,4,11,1
Normal,Poison,9,0,0,0,92,116,128,51,68,94,408,0.6307916041010939,50.18608397868407,120,5.918099256040687,17374,82,3,2,2,16,1
Water,nan,6,0,0,0,44,55,51,38,45,46,290,0.6907926941520055,-2.9493887346590544,242,6.000296485438111,5124,202,1,0,4,10,3
Flying,Psychic,8,0,0,0,91,82,93,92,88,58,403,1.6950237351826805,66.87527211606766,95,5.741348424184974,5991,22,3,2,0,11,3
Steel,Grass,6,0,1,0,95,75,91,57,130,115,435,0.48487243525358087,6.3269816128879075,20,5.3774535964472765,36172,21,1,2,7,7,2
Grass,Fairy,5,0,0,0,74,115,99,48,55,57,501,1.9465403312270304,39.551184159040105,94,5.551322243631638,5071,39,1,1,5,9,4
Bug,Ground,2,0,0,0,64,104,71,37,93,121,481,1.3104674375081837,107.70324662451075,44,97.55124483600133,7114,78,3,2,6,9,4
Steel,Grass,7,0,0,0,84,79,105,104,76,88,482,1.5539873159231785,7.513097193058099,49,6.956875507004861,9028,52,1,1,4,5,4
Bug,Dark,9,0,0,0,76,125,120,95,82,80,518,1.3410174296259585,51.79285973968939,43,83.21702521278486,2406,41,3,2,8,5,4
Grass,Poison,1,0,0,0,59,120,54,74,77,79,439,0.7870264622581767,4.0714270775995764,46,96.04280341648152,4881,43,3,0,4,9,4
Water,Grass,1,0,0,0,74,54,89,65,50,58,342,0.4965104766450277,-0.0552298571092269,131,56.99495174740387,5285,248,1,0,5,9,3
Psychic,nan,2,0,0,0,67,100,52,51,98,65,517,1.4754138450344079,49.95533540085725,122,5.087035980774985,9927,79,3,1,4,11,3
Grass,Poison,1,0,0,0,199,104,36,131,123,87,561,1.4439854915061974,67.67466534028618,45,5.67016533582875,7699,43,3,0,5,9,5
Grass,Poison,7,0,0,0,86,102,42,140,90,79,543,2.049029019709802,7.0442997086953625,44,91.45494433726999,7472,51,3,0,8,9,7
Grass,Dark,3,0,0,0,60,52,89,55,85,98,456,1.4969265937759668,28.8707602985455,86,5.539852185874416,5221,84,7,2,6,13,2
Psychic,Poison,5,0,0,0,53,97,33,54,34,27,270,0.8311184747948384,-19.732417262817307,250,5.717655757170762,5278,277,1,0,4,9,5
Normal,Psychic,6,0,0,0,82,127,60,79,83,78,502,2.844208936072982,83.2490717228996,74,5.840919730524252,7162,37,3,0,5,14,4
Rock,Dragon,7,0,0,1,79,93,78,117,76,101,565,0.8169918479266574,685.0894495321863,46,5.483768400203712,36119,46,1,1,9,7,4
Grass,Ice,6,0,0,0,57,89,34,64,80,61,320,2.1103536580528717,16.16394339058713,253,6.210697437956247,5080,77,2,0,5,17,3
Dark,Ghost,6,0,0,0,89,87,51,42,41,46,266,0.4957792722024349,12.3963981025461,183,5.59888803497315,5082,120,2,1,3,11,3
Psychic,nan,8,1,0,0,80,121,101,139,92,148,661,1.5768682581271976,24.707914824178935,11,5.031379152041711,19553,-2,1,0,0,9,3
Rock,Steel,1,0,0,0,118,137,92,125,58,62,546,1.8814011814870235,337.49975113542814,45,94.89578936403127,5351,44,3,1,9,9,4
Water,Flying,9,0,0,0,73,67,55,55,97,64,290,2.021045026752928,83.4879527005564,126,6.596620691338248,4301,73,3,2,4,10,2
Fire,Dark,8,0,0,0,73,134,68,114,105,74,539,1.642888859961836,124.04565693495385,46,92.31447442910661,5034,44,1,1,6,11,5
Bug,nan,8,0,0,0,69,38,22,55,60,113,467,1.2982477086813438,-6.9439591945347185,48,5.481903602854182,5110,207,3,0,4,12,1
Psychic,nan,8,1,0,0,111,161,80,67,95,126,543,1.060567227905416,0.38175770398532904,-4,6.265469606183274,18301,-4,8,1,2,11,3
Grass,Flying,5,0,0,0,93,93,107,55,79,117,550,1.4848058548037295,14.659644893426215,33,5.175811687667447,9055,17,2,2,6,9,1
Poison,Ghost,7,0,0,1,184,122,50,143,114,54,548,7.343711220584227,109.30855577731477,-2,5.330535053949088,32499,63,1,2,8,8,4
Steel,Steel,5,0,1,1,92,82,148,76,85,131,608,6.3119984244558704,-6.796578362152788,-19,5.035305484961033,30536,-6,1,2,5,6,6
Fighting,nan,1,0,0,0,103,78,121,54,80,44,482,1.8283818738689295,51.765056300623165,90,6.899914727050886,5011,76,4,0,6,13,6
Normal,Psychic,3,0,0,0,92,114,78,62,199,61,506,1.7459799007181545,55.92668191247495,86,87.024525847654,5002,102,3,1,5,11,1
Steel,Flying,7,0,1,0,111,77,76,71,138,109,631,2.10922258373384,21.920500310896102,1,5.100133330657123,32775,11,1,1,8,6,4
Steel,Dragon,7,0,0,1,199,116,115,85,85,69,539,1.6134482165050796,643.7556862361604,42,4.958410261924335,19347,36,1,0,7,7,4
Ghost,Steel,9,0,0,0,99,113,73,122,134,71,576,3.276200469434503,112.45908602946983,50,5.889988112531984,7014,77,8,1,4,6,4
Steel,Ghost,9,0,0,1,184,123,52,123,92,111,521,14.477685762832241,113.78640857027317,36,5.071867741457779,33701,-11,1,2,7,7,3
Psychic,nan,5,1,0,0,140,66,42,76,79,99,542,0.6288979244357562,23.61053553358188,6,5.477774726610151,16805,3,1,0,3,12,3
Water,Steel,3,0,0,0,67,34,38,59,45,63,271,0.6595985071146552,-3.0463799078405547,233,85.58345798627215,5209,120,2,2,3,12,4
