type_1,type_2,gen,is_legendary,is_mythical,is_ultra_beast,hp,attack,defense,sp_attack,sp_defense,speed,base_stats,height_meters,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities_count,number_immune,number_not_effective,number_normal,number_super_effective
Bug,nan,1,0,0,0,60,85,47,73,29,51,334,0.40391495546845935,-3.313069791672765,198,6.847275755655938,4826,183,2,2,7,12,4
Bug,Psychic,1,0,0,0,225,64,89,143,99,73,516,1.7400893601893141,217.3642823156364,42,4.390305149111946,5688,50,1,2,6,6,4
Ice,Poison,1,0,0,0,52,110,86,116,54,124,499,1.2274323363200232,156.24280513418373,43,6.349571194265819,9229,51,2,0,4,12,5
Bug,Rock,1,0,0,0,64,112,48,134,77,48,551,2.2407705967954055,285.63907717686357,43,93.47318998675769,5183,75,2,0,5,8,4
Fire,Fairy,1,0,0,0,47,59,57,57,50,39,287,0.7697122121556161,-10.23121221292086,264,86.94923688610068,2462,276,2,0,4,9,3
Fire,Ghost,1,0,0,0,79,117,50,99,87,50,570,2.1137037941493118,71.12609214791019,76,55.28747801439362,5026,82,3,2,3,9,3
Poison,nan,1,0,0,0,91,34,68,45,106,51,500,1.2937143458783777,14.656795657741474,77,94.37215961617336,6918,33,1,2,3,9,5
Bug,Steel,1,0,0,0,113,126,57,113,36,98,598,0.9857766716867538,6.4521592627352025,15,5.074314292018331,33388,3,1,2,5,6,5
Bug,Normal,1,0,0,0,57,68,25,70,68,56,326,2.702603453894545,-2.2283731179209116,110,6.297821235326801,4905,122,3,0,4,12,5
Ghost,nan,1,0,0,0,68,61,33,104,47,62,287,1.645498804788653,-7.599661962663303,233,11.960051137682408,5631,38,2,0,4,9,3
Psychic,nan,1,0,0,0,75,126,51,152,82,58,513,2.0934157704136354,29.905813014264,101,6.998468905339735,5395,11,2,0,4,17,3
Bug,nan,1,0,0,0,90,103,111,120,91,123,609,3.7516574735115995,127.52961624983219,41,5.653342967283234,9023,98,4,0,6,7,3
Grass,Fighting,1,0,0,0,76,54,86,66,101,39,504,1.172302870965742,49.68375726264568,81,5.876144725271464,5454,43,2,1,6,8,4
Fire,Water,1,0,1,0,201,125,53,97,87,127,586,0.9247817868807497,18.873813602992204,35,5.4425916519388515,35709,48,1,0,9,11,3
Ground,Fighting,1,0,0,0,80,104,71,44,77,44,519,1.020320476277944,30.497050734023436,72,4.739747851226495,5069,80,3,0,3,7,7
Fire,Ice,1,0,0,0,107,110,46,106,91,112,520,1.233958640246434,189.50598936828624,38,5.49133835064824,2732,76,1,2,4,8,4
Bug,nan,1,0,0,0,70,56,38,78,34,69,488,5.943771481881001,13.676040387615679,50,58.33669233126825,5476,80,4,2,3,11,2
Fire,Normal,1,0,0,0,84,75,75,68,59,120,530,1.9518209307488061,59.521306298997324,49,6.3879361607062535,5630,55,3,0,4,9,6
Normal,nan,1,0,0,0,79,78,60,103,110,85,495,2.1761602851977044,31.45211129524538,49,56.51314735503536,5054,91,4,3,7,17,6
Poison,Poison,1,0,0,0,87,84,90,43,75,76,529,1.970633704688633,86.04133320160977,89,4.785532674106636,6140,100,3,1,3,4,5
Fighting,Poison,1,0,0,0,98,69,85,120,66,145,496,2.2424724599717916,300.2692999672345,16,4.645764763773945,5407,55,3,0,7,9,3
Ground,nan,1,0,0,0,60,32,52,61,45,73,303,0.39968205280457636,-12.579478336810462,101,8.181940557912071,5081,133,3,0,4,12,3
Fighting,Ground,1,0,0,0,78,95,82,74,69,88,630,0.8376778044321365,83.13069419071653,277,94.69750190491963,3814,40,3,0,0,7,4
Normal,nan,1,0,0,0,83,90,85,58,74,114,458,1.618432827824269,116.45086637465981,53,7.660433689107403,3935,122,3,0,4,8,1
Rock,nan,1,0,0,0,65,53,27,57,86,135,457,4.053522438640472,6.205323688382144,52,4.598453435906935,30860,42,1,2,6,7,5
